ID,Gold,Silver,Bronze,nan
34148,0,0,0,1
75940,0,0,0,1
58521,0,0,1,0
87100,0,0,1,0
10247,0,0,0,1
95157,0,0,0,1
114393,0,0,0,1
45311,0,0,0,1
2060,0,0,0,1
36598,0,0,0,1
19758,0,0,0,1
103954,1,0,0,0
118438,0,0,0,1
96164,0,0,0,1
50149,1,0,0,0
128573,0,0,0,1
82795,0,0,0,1
31175,0,0,0,1
44776,0,0,0,1
73751,0,0,0,1
15979,0,0,0,1
119591,0,0,0,1
134819,0,0,1,0
88656,0,1,0,0
80191,0,0,0,1
97095,0,0,1,0
77397,0,0,0,1
74342,1,0,0,0
79923,0,0,0,1
20630,0,0,0,1
72070,0,0,0,1
34977,0,0,0,1
12902,0,0,0,1
77877,0,1,0,0
14134,0,0,0,1
74192,0,0,0,1
31118,0,0,0,1
965,0,0,0,1
51793,0,0,0,1
51545,0,0,0,1
128524,0,0,0,1
24287,0,0,0,1
2754,0,0,0,1
16846,0,0,0,1
46792,0,0,0,1
133226,0,0,0,1
50750,0,0,0,1
62081,0,0,0,1
94115,0,0,0,1
81632,0,0,0,1
62151,0,0,0,1
34112,0,0,0,1
116386,0,0,0,1
123180,0,0,0,1
23147,0,0,0,1
98678,0,1,0,0
75575,0,0,0,1
94768,0,0,0,1
96732,0,0,0,1
131262,0,0,0,1
65022,0,0,0,1
14123,0,0,0,1
35339,0,0,0,1
73654,0,0,0,1
32541,0,0,0,1
55303,0,0,0,1
99466,0,0,0,1
85784,0,0,0,1
59922,1,0,0,0
31085,0,0,0,1
30244,0,0,0,1
116163,0,0,0,1
7013,0,0,0,1
103012,0,1,0,0
72927,0,0,0,1
26598,0,0,0,1
12446,0,0,0,1
117521,0,0,0,1
5660,0,0,0,1
107990,0,0,0,1
115610,0,0,0,1
125619,0,1,0,0
8221,0,0,0,1
57383,0,0,0,1
83874,0,0,0,1
18257,0,0,1,0
31147,0,0,0,1
80264,0,0,0,1
99120,0,0,0,1
52785,0,0,0,1
59235,0,0,0,1
8969,0,0,0,1
128876,0,0,0,1
9887,0,0,0,1
110461,0,0,0,1
83684,0,0,0,1
98155,0,0,0,1
24168,0,0,1,0
39839,1,0,0,0
96080,0,0,0,1
55598,0,0,0,1
72735,1,0,0,0
14897,0,0,1,0
71087,0,0,0,1
121394,0,0,1,0
6690,0,0,0,1
91652,0,0,0,1
110700,0,1,0,0
111543,0,1,0,0
133774,0,0,0,1
108879,0,0,0,1
22826,0,0,0,1
52149,0,0,0,1
25781,0,0,0,1
14374,0,0,0,1
20404,0,0,0,1
47295,0,0,0,1
124470,0,0,0,1
3330,0,0,0,1
96132,0,0,0,1
63481,0,0,0,1
55176,0,0,0,1
105326,0,0,1,0
48664,0,0,1,0
70561,0,0,0,1
51501,0,0,0,1
29834,0,0,0,1
90594,1,0,0,0
46142,0,0,0,1
127150,0,0,0,1
107463,0,0,0,1
112590,0,0,0,1
80766,0,0,0,1
9187,0,0,0,1
14754,0,0,0,1
87854,0,0,0,1
106680,0,0,0,1
80346,0,1,0,0
20622,0,0,0,1
31510,0,0,0,1
92079,0,0,0,1
108717,0,0,0,1
129158,0,0,0,1
75172,0,0,0,1
69827,0,0,0,1
56191,0,0,0,1
47989,0,0,0,1
69980,0,0,1,0
27149,0,0,0,1
44432,0,0,0,1
32848,0,0,0,1
1008,0,0,0,1
44675,0,0,0,1
89284,0,0,0,1
36229,0,0,0,1
22306,0,0,0,1
7046,0,0,0,1
17194,0,0,0,1
105874,0,0,0,1
53145,0,0,1,0
111338,0,0,0,1
57672,0,0,0,1
30913,0,0,0,1
64544,0,0,0,1
121077,0,0,0,1
68999,0,0,0,1
90157,0,0,0,1
95349,0,0,0,1
55202,0,0,1,0
102360,0,0,0,1
110060,1,0,0,0
112896,0,0,0,1
57631,0,0,0,1
55274,0,0,0,1
71185,0,0,0,1
105996,0,0,0,1
120955,0,0,0,1
98167,0,0,0,1
93727,0,0,0,1
105616,0,0,0,1
39806,0,0,0,1
86348,0,0,0,1
64165,0,0,0,1
77710,0,0,0,1
116921,0,0,0,1
1574,0,0,1,0
106167,0,0,0,1
72242,0,0,0,1
10896,0,0,0,1
17951,0,0,0,1
66447,0,0,0,1
79818,0,0,0,1
59739,0,1,0,0
79475,0,1,0,0
64622,0,0,0,1
114950,0,0,0,1
37403,0,0,0,1
125359,0,0,0,1
132685,0,0,0,1
9607,0,0,0,1
81490,0,0,0,1
112220,1,0,0,0
27968,0,0,0,1
83345,0,0,0,1
130188,0,0,0,1
90530,0,0,0,1
40031,0,0,0,1
107529,1,0,0,0
6553,0,0,0,1
57988,1,0,0,0
39941,0,0,0,1
132610,0,0,0,1
25896,0,0,0,1
8685,0,0,0,1
48775,0,0,0,1
37675,0,0,0,1
70865,0,1,0,0
47429,0,0,0,1
103937,0,0,0,1
74130,0,0,0,1
59696,0,0,0,1
75646,0,0,0,1
32264,0,0,0,1
44162,0,0,0,1
135282,0,0,0,1
39848,0,0,0,1
2088,0,0,0,1
63691,0,0,1,0
48686,0,0,0,1
51226,0,0,0,1
92237,0,0,0,1
107382,0,0,0,1
129213,0,0,0,1
29215,0,0,0,1
50838,0,0,0,1
12598,0,0,0,1
64249,0,0,0,1
131155,0,0,0,1
11607,0,0,0,1
48155,0,0,0,1
88428,0,0,0,1
9254,0,0,0,1
135222,0,0,0,1
124610,0,0,0,1
63640,0,0,0,1
124247,0,0,0,1
105461,0,0,0,1
42122,0,0,0,1
60163,0,0,0,1
61754,0,0,1,0
98819,0,0,0,1
24915,0,0,0,1
101914,0,0,0,1
92578,0,0,0,1
131659,0,0,0,1
103839,0,0,0,1
97572,0,1,0,0
67077,0,0,0,1
108008,0,0,0,1
99129,0,0,0,1
93955,0,0,0,1
43766,0,0,0,1
124104,0,0,0,1
125201,0,0,0,1
46829,0,0,0,1
79537,0,0,0,1
39053,0,0,0,1
21995,0,0,0,1
74138,0,0,0,1
26890,0,0,0,1
69439,0,0,0,1
21175,1,0,0,0
53872,0,0,0,1
29119,0,0,0,1
31725,0,0,0,1
9069,0,0,0,1
118953,1,0,0,0
50799,0,0,0,1
93192,0,0,0,1
18261,0,0,0,1
74763,0,0,0,1
2277,0,0,0,1
20275,0,0,0,1
21782,0,0,0,1
112921,0,0,0,1
70761,0,0,0,1
72433,0,1,0,0
125608,0,0,0,1
109859,0,0,0,1
116936,0,0,0,1
95030,0,0,1,0
25270,0,0,0,1
102499,0,0,0,1
106583,0,0,0,1
11441,0,0,0,1
111336,0,0,0,1
34263,0,0,0,1
76864,0,0,0,1
25814,0,0,0,1
97609,0,0,0,1
45610,0,0,0,1
132672,0,0,0,1
55408,0,0,0,1
10074,0,0,0,1
47612,0,0,0,1
127310,0,0,0,1
36279,0,0,0,1
26598,0,0,0,1
39309,0,0,0,1
100814,1,0,0,0
99139,0,0,1,0
78789,0,0,0,1
39984,0,0,0,1
61021,0,0,0,1
76933,0,0,0,1
43662,1,0,0,0
98699,0,0,0,1
6640,0,0,0,1
19920,0,0,0,1
78605,0,0,0,1
3767,0,0,1,0
122035,0,0,0,1
86562,0,0,0,1
63388,0,0,0,1
61421,0,0,0,1
26399,0,0,0,1
123056,0,0,0,1
89064,0,0,0,1
55204,0,1,0,0
1218,0,0,0,1
2860,0,0,0,1
34943,0,0,1,0
105125,0,0,0,1
65515,0,0,0,1
52708,0,0,0,1
117616,0,0,0,1
40129,0,1,0,0
135313,0,0,0,1
50551,0,0,0,1
127231,0,0,0,1
130663,0,0,0,1
130236,0,0,0,1
72192,0,0,1,0
62166,0,0,0,1
47625,0,0,1,0
70790,0,0,0,1
62494,0,1,0,0
125383,0,0,0,1
36451,0,0,0,1
80037,0,0,0,1
50707,0,0,0,1
90305,0,0,1,0
109084,0,0,0,1
110497,0,0,0,1
67021,0,0,0,1
131921,0,0,0,1
87500,0,0,0,1
55909,0,0,0,1
83489,0,0,0,1
62636,0,0,0,1
67696,0,0,0,1
109238,0,0,0,1
133668,0,0,0,1
68567,0,0,1,0
36622,0,0,0,1
113245,0,0,0,1
34287,0,0,0,1
4230,0,0,0,1
26438,0,0,0,1
104210,0,0,0,1
55598,0,0,0,1
103512,0,0,0,1
69840,0,0,0,1
52426,0,0,0,1
16966,0,0,0,1
102528,0,0,0,1
101608,0,0,0,1
128666,0,0,0,1
61580,0,0,0,1
47696,1,0,0,0
87071,0,0,0,1
11604,0,0,0,1
78285,0,0,0,1
131847,0,0,0,1
41530,0,0,0,1
34378,0,0,0,1
96773,0,0,0,1
6091,0,0,0,1
112623,1,0,0,0
2243,0,0,0,1
120966,0,0,0,1
27306,0,0,0,1
27942,0,0,0,1
107401,1,0,0,0
69160,0,0,0,1
96252,0,0,0,1
130711,0,0,0,1
17854,0,0,0,1
51474,0,0,0,1
9269,0,0,0,1
84406,0,0,0,1
31517,0,0,0,1
119249,0,0,0,1
111227,0,0,0,1
120538,0,0,0,1
67351,0,0,0,1
84333,0,0,0,1
75704,0,0,0,1
33366,0,0,0,1
94026,0,0,0,1
108306,0,0,1,0
129689,1,0,0,0
29391,0,0,0,1
129988,0,0,0,1
72517,0,0,0,1
119181,0,0,0,1
60439,0,0,0,1
11554,0,0,0,1
51522,0,0,0,1
119071,0,0,0,1
47795,0,0,0,1
21766,0,0,0,1
54794,0,0,1,0
65586,0,0,0,1
26445,0,0,0,1
32419,0,0,0,1
72176,0,0,0,1
105466,0,0,0,1
99377,0,0,0,1
34955,0,0,0,1
105520,0,0,0,1
60307,0,0,0,1
63755,0,0,0,1
35798,0,0,0,1
114268,0,0,0,1
16096,0,0,0,1
2755,0,0,0,1
118748,0,0,0,1
50334,0,0,0,1
33142,0,0,0,1
76323,0,0,0,1
117593,0,0,0,1
127923,1,0,0,0
37879,0,0,0,1
39935,0,0,0,1
115784,0,0,0,1
51885,0,0,0,1
74346,0,0,0,1
48068,0,0,0,1
57466,0,0,0,1
112136,0,0,0,1
78051,0,0,0,1
50228,0,0,0,1
78974,0,0,0,1
85253,0,0,0,1
70737,0,0,0,1
57147,0,0,0,1
16009,0,0,1,0
131956,0,0,0,1
129523,0,0,0,1
117297,0,0,0,1
97973,0,0,0,1
39059,0,0,0,1
57287,0,0,0,1
82811,0,0,0,1
67625,0,1,0,0
45009,0,1,0,0
6422,0,0,0,1
62458,0,0,0,1
6908,0,0,0,1
125537,0,0,0,1
126786,0,0,0,1
28534,0,0,0,1
22743,0,0,0,1
79911,0,0,0,1
59372,0,0,0,1
50323,0,1,0,0
2949,0,0,0,1
10693,0,0,0,1
27075,0,0,0,1
12340,0,0,0,1
121658,0,0,0,1
135484,0,0,0,1
10158,0,0,1,0
10328,0,0,0,1
41484,0,1,0,0
1582,0,0,0,1
130423,0,0,0,1
113342,0,0,0,1
61655,0,0,0,1
37884,0,0,0,1
6432,1,0,0,0
10396,0,0,0,1
113998,0,0,0,1
30680,0,0,0,1
72198,0,0,0,1
98522,0,0,0,1
99759,1,0,0,0
45614,0,0,0,1
52440,1,0,0,0
101561,0,0,0,1
95108,1,0,0,0
96173,0,0,0,1
107477,0,0,0,1
108498,0,0,0,1
122505,0,0,0,1
19204,0,0,0,1
49192,0,0,0,1
35901,0,0,0,1
38490,0,0,0,1
39381,0,0,0,1
22899,0,0,0,1
54875,0,0,0,1
115594,0,0,0,1
14278,0,0,0,1
81543,0,0,0,1
62499,0,0,0,1
108235,0,0,0,1
97984,0,0,0,1
39284,0,0,0,1
31743,0,0,1,0
123640,0,0,0,1
30747,0,0,0,1
40295,0,0,0,1
105414,0,0,0,1
27399,0,0,0,1
90763,0,0,0,1
47036,0,0,0,1
71550,0,0,0,1
40845,0,0,0,1
21077,0,0,0,1
45466,0,0,0,1
41690,0,0,0,1
10783,0,0,0,1
19793,0,0,0,1
110148,0,0,0,1
32682,0,0,0,1
113016,0,0,0,1
85345,0,0,0,1
80125,0,0,0,1
88154,0,1,0,0
22256,0,0,0,1
48307,0,0,0,1
101843,0,0,0,1
50757,0,0,0,1
36627,0,0,0,1
50348,0,0,0,1
41123,0,0,0,1
75824,0,0,0,1
54244,0,0,0,1
105142,0,0,0,1
33425,0,0,0,1
71895,0,1,0,0
76466,0,0,0,1
109218,0,0,0,1
72179,0,0,0,1
52148,0,1,0,0
31065,0,0,0,1
26716,0,0,0,1
88982,0,0,0,1
71679,0,0,0,1
59820,0,1,0,0
103211,0,0,0,1
126574,0,0,0,1
133349,0,0,0,1
125372,0,0,0,1
39237,1,0,0,0
44295,0,0,0,1
25935,0,0,0,1
107857,0,0,0,1
108503,0,0,0,1
62735,0,0,0,1
21987,0,0,0,1
114420,0,1,0,0
119047,0,0,0,1
107818,0,0,0,1
84790,0,0,0,1
71673,0,0,0,1
98432,0,0,0,1
48002,0,0,0,1
73506,0,0,0,1
13036,0,0,0,1
48128,1,0,0,0
49767,0,0,0,1
95637,0,0,0,1
76268,1,0,0,0
15785,0,0,0,1
51781,0,0,0,1
10477,0,0,0,1
4326,0,0,0,1
63268,0,0,0,1
123056,0,1,0,0
120537,0,0,0,1
40645,0,0,0,1
53863,0,0,0,1
501,0,0,0,1
22514,0,0,0,1
121290,0,0,0,1
101914,0,0,0,1
3892,0,0,0,1
96122,0,0,0,1
101775,0,0,0,1
62435,0,0,0,1
70870,0,0,0,1
94074,1,0,0,0
85755,0,0,0,1
18479,0,0,0,1
28155,0,0,0,1
84722,0,0,0,1
51691,0,0,0,1
34417,0,0,0,1
106464,0,0,0,1
118895,0,0,0,1
35907,0,0,0,1
36999,0,0,0,1
77516,0,0,1,0
55551,0,0,0,1
64039,0,0,0,1
93792,0,0,0,1
131469,0,0,0,1
19836,0,1,0,0
44241,0,0,0,1
6137,0,0,0,1
24225,0,0,0,1
33549,0,0,0,1
28453,0,0,0,1
93456,0,0,0,1
56762,1,0,0,0
22882,1,0,0,0
38650,0,0,0,1
125377,0,0,0,1
72166,0,0,0,1
130936,0,1,0,0
59036,0,0,0,1
124286,0,0,0,1
106600,0,0,0,1
12152,0,0,0,1
131480,0,0,0,1
85608,0,0,0,1
64440,0,0,0,1
117896,0,0,0,1
105725,0,0,0,1
108857,0,0,0,1
129196,0,0,0,1
20317,0,0,0,1
7363,0,0,0,1
17345,0,0,0,1
79778,0,0,0,1
12602,0,0,0,1
90082,0,0,0,1
18171,0,0,0,1
24031,0,0,0,1
53725,0,0,1,0
131318,0,0,0,1
134731,0,0,1,0
18135,0,0,0,1
106699,0,0,0,1
73855,0,0,0,1
18806,0,0,0,1
45760,0,0,0,1
23814,0,0,0,1
74910,0,0,0,1
104259,0,0,0,1
42083,0,1,0,0
61887,0,0,1,0
121031,0,1,0,0
78984,0,0,0,1
97353,0,0,0,1
79474,0,1,0,0
84867,0,0,0,1
23157,0,0,0,1
67334,0,0,0,1
70534,0,0,0,1
44854,0,0,0,1
20119,0,0,0,1
106327,0,0,0,1
92885,0,0,0,1
67440,0,0,0,1
20632,0,0,0,1
74828,0,0,0,1
86536,1,0,0,0
87007,0,0,0,1
93103,0,0,0,1
51316,0,0,0,1
38972,0,0,1,0
103968,0,0,0,1
92119,0,0,0,1
3550,0,0,0,1
81996,0,0,0,1
12660,0,0,0,1
85275,1,0,0,0
101737,0,0,0,1
49778,0,0,0,1
133205,0,0,0,1
102964,0,0,1,0
1717,0,0,0,1
45816,0,0,0,1
73734,0,0,0,1
53902,0,0,0,1
117599,0,0,0,1
60641,1,0,0,0
3192,0,0,0,1
69873,0,0,0,1
59447,0,0,0,1
9471,0,0,0,1
68209,0,0,0,1
41959,0,0,0,1
127821,0,0,0,1
99022,1,0,0,0
61756,0,0,1,0
4556,0,0,0,1
37989,0,0,0,1
134794,0,0,0,1
123812,0,0,0,1
82641,0,0,0,1
134864,0,1,0,0
77534,0,1,0,0
129813,0,1,0,0
119460,0,0,0,1
74138,0,0,0,1
60751,0,0,0,1
84733,0,0,0,1
104372,0,0,0,1
20891,0,0,0,1
60504,0,0,0,1
114500,0,0,0,1
94073,0,0,0,1
46844,0,0,0,1
33286,0,0,0,1
20645,0,0,0,1
36019,0,0,0,1
124619,0,0,0,1
35810,0,0,0,1
127543,0,0,0,1
19458,0,0,0,1
125795,0,0,0,1
34092,0,0,0,1
69122,0,0,0,1
35022,0,0,0,1
110734,0,0,0,1
57064,0,0,0,1
3133,0,0,0,1
85081,0,1,0,0
74654,0,0,1,0
80768,0,0,0,1
134026,0,0,0,1
62879,0,0,0,1
59460,0,0,0,1
38804,0,0,0,1
9382,0,1,0,0
119207,0,0,0,1
123701,0,0,0,1
63229,0,0,0,1
86317,0,0,0,1
132876,0,0,0,1
15901,0,0,0,1
107745,0,0,0,1
73990,0,1,0,0
117168,1,0,0,0
111524,0,0,0,1
111367,0,0,0,1
72487,0,0,0,1
49780,0,0,0,1
119455,0,0,0,1
97440,0,0,0,1
45500,0,0,0,1
99139,0,1,0,0
107131,0,1,0,0
52542,0,0,0,1
113217,0,0,0,1
28478,0,0,0,1
106306,0,0,0,1
26674,0,0,0,1
129514,0,0,0,1
97406,0,0,0,1
39071,0,0,0,1
43165,0,1,0,0
42669,1,0,0,0
36072,0,0,0,1
39629,0,0,0,1
31615,0,0,0,1
38468,0,0,0,1
12835,0,0,0,1
41905,0,0,0,1
606,0,0,0,1
37556,0,0,0,1
43238,0,0,0,1
2278,0,0,0,1
97520,0,0,0,1
104236,0,0,0,1
126969,0,0,0,1
100040,0,0,0,1
81481,0,0,0,1
125579,0,0,0,1
116046,0,0,0,1
72352,0,0,0,1
114225,0,0,0,1
8251,0,0,0,1
66328,0,1,0,0
20708,0,0,0,1
19844,1,0,0,0
27940,0,0,0,1
68499,0,0,0,1
50119,0,0,0,1
58626,0,0,0,1
117344,0,0,0,1
54611,0,0,0,1
35741,0,0,0,1
129175,0,0,0,1
66726,0,1,0,0
108269,1,0,0,0
103501,0,0,0,1
35046,0,0,0,1
91250,0,0,1,0
69483,0,0,0,1
72626,0,0,0,1
117685,0,0,0,1
82627,0,0,0,1
35026,0,0,0,1
47536,0,0,0,1
80754,0,0,0,1
88096,0,0,0,1
120484,0,0,0,1
4749,0,0,0,1
83828,0,0,0,1
47295,0,0,0,1
26259,1,0,0,0
60749,1,0,0,0
74840,0,0,0,1
100252,0,0,0,1
28466,0,0,1,0
19121,0,0,0,1
19348,0,0,0,1
25975,0,0,0,1
97252,0,0,1,0
53700,0,0,0,1
79376,0,1,0,0
30085,0,0,0,1
118668,1,0,0,0
77696,0,0,0,1
51083,1,0,0,0
103286,0,0,0,1
74932,0,0,0,1
26286,0,0,0,1
72017,0,0,0,1
62943,0,0,0,1
133239,0,0,0,1
78398,0,0,0,1
79418,0,0,0,1
113027,0,0,0,1
13690,0,0,0,1
106417,0,0,0,1
30661,0,1,0,0
33178,0,0,0,1
39454,0,0,0,1
78882,0,0,0,1
6317,0,0,0,1
51040,0,0,0,1
80527,0,0,0,1
49387,0,0,0,1
63161,0,0,0,1
23736,0,0,0,1
96414,0,0,0,1
26331,0,0,0,1
90449,0,1,0,0
123078,0,0,0,1
73822,1,0,0,0
46568,0,0,0,1
126653,0,0,0,1
92301,0,0,0,1
87160,0,1,0,0
83635,0,0,0,1
59867,0,0,0,1
98130,1,0,0,0
89016,0,0,0,1
123580,0,0,0,1
53676,0,0,0,1
21774,0,0,0,1
102822,0,0,0,1
50639,0,0,0,1
107129,0,0,0,1
50930,0,0,0,1
20228,0,0,0,1
80862,0,0,1,0
4042,1,0,0,0
18252,0,0,0,1
132734,0,0,0,1
57588,0,0,0,1
99962,0,0,0,1
4652,0,0,0,1
80185,0,0,0,1
50470,0,0,0,1
47947,0,0,0,1
79446,0,0,0,1
129183,0,0,0,1
93286,1,0,0,0
58537,1,0,0,0
104611,0,0,0,1
76322,0,0,0,1
12753,0,0,0,1
78281,0,0,0,1
100631,0,0,0,1
12356,0,0,0,1
66761,0,0,0,1
55703,0,0,0,1
26493,0,0,0,1
6275,0,0,0,1
56945,0,0,0,1
3285,0,0,1,0
117139,0,0,0,1
69224,0,0,0,1
8154,0,0,0,1
43121,0,0,0,1
135444,0,0,0,1
54674,0,0,0,1
92659,0,0,0,1
89187,0,0,0,1
61438,0,0,0,1
12035,1,0,0,0
19759,0,0,0,1
16062,0,0,0,1
51719,0,0,0,1
123275,0,0,1,0
71327,0,0,0,1
109177,0,0,0,1
101364,0,0,0,1
88285,0,0,0,1
79602,0,0,0,1
123029,0,0,0,1
47862,0,0,0,1
123924,0,0,0,1
81557,0,0,0,1
66536,0,0,0,1
133725,0,0,0,1
23109,0,0,0,1
41246,0,0,0,1
82174,0,0,0,1
134046,0,0,0,1
39264,0,0,0,1
68782,0,0,0,1
82187,0,0,0,1
62663,0,0,0,1
37915,0,0,0,1
46996,0,0,0,1
21876,1,0,0,0
24409,0,0,0,1
75177,0,0,0,1
108405,0,0,0,1
90311,0,1,0,0
120602,0,0,0,1
19402,0,0,0,1
82483,0,0,0,1
96018,1,0,0,0
104879,0,0,0,1
39579,0,0,0,1
46784,0,0,0,1
24964,0,0,0,1
40061,0,0,0,1
23292,0,0,0,1
27350,0,0,0,1
31765,0,0,0,1
90997,0,0,0,1
50771,0,0,0,1
37616,0,0,0,1
18821,0,0,0,1
42884,0,0,0,1
51677,0,0,0,1
76500,0,0,0,1
129196,0,1,0,0
47816,0,0,0,1
21598,0,0,0,1
85508,0,0,0,1
78014,0,0,0,1
93893,0,0,0,1
78385,0,0,0,1
29426,1,0,0,0
24131,0,0,0,1
46900,0,0,0,1
75993,0,0,0,1
111814,0,0,0,1
74764,1,0,0,0
123773,0,0,0,1
19024,0,0,0,1
35397,0,0,0,1
103125,0,0,0,1
71644,0,0,0,1
44299,0,0,0,1
27972,0,0,0,1
20859,0,0,0,1
70461,0,0,0,1
67487,0,0,0,1
79863,0,0,1,0
60789,0,0,0,1
130052,0,0,0,1
34504,0,0,0,1
8445,1,0,0,0
82963,0,0,0,1
96876,0,0,1,0
123191,0,0,0,1
130598,0,0,0,1
95445,0,0,0,1
17165,0,0,0,1
56377,0,0,0,1
62738,1,0,0,0
118131,0,0,0,1
85338,0,0,0,1
106490,0,0,0,1
76206,0,1,0,0
120584,1,0,0,0
121088,0,0,0,1
87009,0,0,0,1
10964,1,0,0,0
34061,0,0,0,1
30410,0,1,0,0
18133,0,0,0,1
21915,0,0,0,1
117781,0,0,0,1
72828,0,0,0,1
47423,0,0,1,0
93423,0,0,0,1
24590,0,0,0,1
120902,0,0,0,1
41394,0,0,0,1
121805,0,0,0,1
86978,0,0,0,1
122268,0,0,0,1
59684,0,0,0,1
115384,0,0,0,1
45453,0,0,0,1
70384,0,0,1,0
106428,0,0,0,1
101625,0,0,0,1
103284,0,0,0,1
83578,0,0,0,1
99391,0,0,0,1
37355,0,0,0,1
71574,0,1,0,0
104831,0,0,0,1
90934,0,0,0,1
50788,0,0,0,1
4371,0,0,0,1
20991,0,0,0,1
52940,0,0,0,1
63190,1,0,0,0
89913,0,1,0,0
101753,1,0,0,0
43833,0,0,0,1
22872,0,0,0,1
135207,0,0,0,1
116918,0,0,0,1
129477,0,0,0,1
114948,0,0,0,1
76249,0,1,0,0
64508,0,0,0,1
97758,0,0,0,1
118964,0,0,0,1
33502,0,0,0,1
117680,0,0,0,1
116288,0,0,0,1
89418,0,0,0,1
